age,workclass,education_num,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,target
49,1,9,0,0,1,0,594,0,10,0
39,4,10,2,11,0,1,7688,0,80,1
30,4,11,2,11,0,1,3137,0,60,0
58,4,10,2,2,0,1,0,0,40,0
76,2,4,6,10,1,0,0,0,12,0
26,0,9,4,0,3,1,0,0,40,0
18,2,9,4,5,3,1,0,0,12,0
75,2,1,4,8,1,0,0,0,48,0
26,2,7,5,2,2,1,2907,0,50,0
44,2,14,2,11,0,1,0,0,44,1
34,2,13,2,3,0,1,0,0,70,0
40,2,14,2,11,0,1,0,0,40,0
55,2,10,0,7,4,0,0,0,10,0
43,2,9,2,2,0,1,0,0,55,0
43,4,11,2,11,0,1,0,1887,45,1
38,5,16,2,9,0,1,0,0,45,1
31,3,11,0,11,1,1,0,0,40,0
37,4,9,2,4,0,1,0,0,72,0
29,2,13,4,9,1,0,0,0,50,0
23,2,10,4,0,3,0,0,0,10,0
35,2,10,2,3,0,1,0,0,50,0
21,2,9,4,11,3,1,0,0,40,0
19,5,10,4,7,1,1,594,0,24,0
27,2,9,2,11,5,0,0,0,45,0
29,2,11,0,5,4,1,0,0,50,0
62,2,11,2,3,5,0,0,0,45,1
58,2,9,2,2,0,1,0,0,40,1
29,2,13,4,0,1,0,0,0,40,0
33,2,9,4,7,1,1,0,0,38,0
32,2,9,2,7,5,0,0,0,40,0
29,0,10,2,10,0,1,0,0,46,1
39,2,9,2,9,0,1,0,0,40,0
36,2,10,2,3,0,1,0,0,55,1
33,2,11,2,13,0,1,0,0,84,1
48,2,12,3,2,1,1,0,0,55,0
55,3,13,2,3,0,1,0,2415,50,1
32,2,4,2,6,0,1,0,0,40,0
67,2,2,6,6,1,0,2062,0,34,0
62,2,9,2,6,0,1,0,0,40,1
48,2,10,2,11,0,1,0,0,60,1
58,2,9,2,2,0,1,0,0,40,0
45,1,9,2,10,0,1,0,0,40,1
56,2,9,2,13,0,1,0,0,40,0
40,0,9,0,0,1,0,0,0,40,0
23,2,10,4,0,1,1,0,0,20,0
75,2,2,2,7,2,0,0,0,16,0
39,0,10,2,0,2,1,0,0,45,1
61,2,7,2,13,0,1,0,0,27,0
71,2,13,4,3,1,0,0,0,14,0
28,2,13,2,11,0,1,0,0,40,1
36,2,10,2,3,0,1,0,0,45,1
36,2,4,2,0,0,1,0,0,45,0
62,0,10,2,9,0,1,0,0,40,1
54,2,9,2,3,0,1,0,0,40,1
58,2,13,0,3,1,1,0,0,38,0
60,0,5,0,7,1,0,0,0,40,0
57,4,16,2,11,0,1,0,1902,40,1
40,2,12,0,0,4,0,0,0,40,0
48,2,9,0,11,1,0,0,0,30,0
31,2,11,0,11,3,0,0,0,38,0
22,2,10,4,11,3,1,0,0,15,0
28,2,13,2,11,0,1,0,0,50,1
43,2,10,2,11,0,1,0,0,50,1
45,2,10,0,0,4,0,0,0,40,0
24,2,11,4,6,1,1,0,0,40,0
49,2,9,0,7,4,1,0,0,40,0
65,2,9,2,13,0,1,0,2246,40,1
35,2,13,2,13,0,1,0,0,40,0
36,2,9,2,6,0,1,0,0,48,1
38,2,13,4,6,1,0,0,0,8,0
23,1,10,2,10,0,1,0,0,40,0
58,1,14,2,9,0,1,7688,0,30,1
25,1,13,4,9,3,1,0,0,35,0
40,2,12,2,12,0,1,0,0,42,1
35,4,13,0,3,4,0,0,0,55,0
52,2,10,5,2,2,1,0,0,40,0
29,2,11,2,5,0,1,0,0,40,0
32,2,9,4,0,1,0,0,0,40,0
44,2,13,3,0,1,0,0,0,40,0
57,1,9,2,2,0,1,99999,0,40,1
27,2,13,4,12,1,0,0,0,40,0
27,2,9,2,3,0,1,0,0,50,0
35,2,9,0,6,4,0,0,0,60,0
29,2,14,2,9,0,1,0,1977,40,1
32,2,10,2,2,0,1,0,0,40,0
44,2,10,5,9,4,0,0,0,40,0
24,2,9,4,11,1,0,0,0,40,0
48,1,14,0,9,4,0,0,0,50,0
31,2,9,4,13,1,1,0,0,40,0
29,5,13,4,10,3,0,0,0,40,0
23,2,10,5,2,3,1,0,0,40,0
59,1,9,2,10,0,1,0,0,40,1
37,2,9,2,0,5,0,0,0,25,1
54,2,10,0,0,1,1,0,0,30,0
37,2,9,0,11,4,0,0,0,25,0
39,2,13,2,5,5,0,0,0,37,0
29,1,11,2,10,0,1,7688,0,40,1
24,2,10,4,0,3,0,0,0,40,0
22,2,10,4,7,3,0,0,0,25,0
55,2,10,2,13,0,1,0,0,24,1
43,4,10,2,4,0,1,0,0,84,0
21,2,10,4,0,3,1,0,0,40,0
45,2,10,0,3,4,0,0,0,64,0
28,2,9,2,2,0,1,0,0,35,0
56,2,14,0,3,1,0,0,0,40,1
40,4,13,2,11,0,1,0,0,40,0
29,2,9,2,2,0,1,0,0,40,1
35,4,10,2,3,0,1,0,0,45,0
21,1,9,4,0,3,1,0,0,20,0
30,2,9,2,7,5,0,0,0,45,0
45,2,11,2,2,0,1,0,0,40,1
32,2,10,2,0,0,1,0,0,40,0
61,2,6,2,2,0,1,0,0,40,0
52,2,14,2,9,0,1,0,0,45,1
75,2,13,2,3,0,1,0,0,24,0
31,2,13,2,3,0,1,0,0,40,1
35,2,9,2,4,0,1,0,0,35,0
33,2,6,4,5,1,1,0,0,40,0
36,2,9,2,2,0,1,3103,0,40,1
37,2,9,2,7,5,0,0,0,30,1
26,2,9,4,2,4,1,0,0,40,0
58,2,9,0,11,1,0,0,0,15,0
32,2,12,2,3,5,0,0,1485,40,1
51,2,14,2,11,0,1,0,0,30,0
50,2,9,2,2,0,1,0,0,40,0
60,5,16,2,9,0,1,0,0,55,0
20,2,9,4,0,1,0,0,0,40,0
34,2,10,2,2,0,1,0,0,48,1
23,2,13,4,9,3,0,0,0,40,0
37,2,5,0,7,1,0,0,0,40,0
42,2,13,2,11,0,1,0,1887,50,1
55,2,9,2,3,5,0,0,0,30,1
24,2,10,2,13,0,1,0,0,60,0
32,5,10,2,9,5,0,0,1902,40,1
42,1,10,4,9,1,0,0,1340,40,0
57,2,2,2,5,0,1,0,0,22,0
71,2,11,6,0,1,0,0,0,20,0
30,4,9,4,11,3,1,0,0,80,0
27,2,7,2,5,0,1,3942,0,40,0
25,2,8,2,4,0,1,0,0,60,0
38,2,10,0,11,1,1,0,0,60,0
27,2,7,0,2,3,1,0,0,40,0
32,2,6,2,2,0,1,0,0,40,1
34,4,15,2,9,0,1,0,0,55,1
49,2,9,5,9,4,0,0,0,40,0
57,2,7,2,2,0,1,0,0,40,0
38,2,13,2,11,0,1,0,0,70,1
26,2,9,4,2,3,1,0,0,40,0
38,1,13,2,9,0,1,0,0,40,1
34,2,10,2,2,0,1,0,0,40,1
35,4,10,2,7,0,1,0,0,40,0
23,2,13,4,0,3,0,0,0,30,0
35,2,9,4,5,2,1,0,0,40,0
63,2,14,2,9,0,1,5013,0,45,0
53,3,10,0,3,1,1,0,0,60,0
31,2,9,2,6,0,1,0,0,50,0
59,1,15,2,3,0,1,0,0,40,1
28,4,9,2,4,0,1,0,0,70,1
45,2,14,2,3,0,1,15024,0,60,1
23,2,13,4,9,1,0,0,0,20,0
29,4,12,4,7,3,1,0,0,60,0
29,2,13,4,11,1,1,8614,0,50,1
23,5,9,4,7,3,0,0,0,21,0
58,4,9,2,3,0,1,0,0,40,0
28,2,10,4,10,3,1,0,0,40,0
50,3,15,2,9,0,1,0,0,45,1
22,5,11,4,0,3,1,0,0,10,0
43,2,9,5,7,1,0,0,0,40,0
33,2,9,2,2,0,1,0,0,40,0
38,5,13,2,9,0,1,7688,0,60,1
41,4,13,4,3,1,1,0,0,40,0
47,3,10,2,2,0,1,0,0,40,0
20,2,10,4,7,1,1,0,0,40,0
55,2,13,2,3,0,1,0,1887,40,1
24,2,10,2,2,0,1,0,0,60,0
55,2,9,4,11,1,1,0,0,38,0
38,4,9,2,4,0,1,0,0,50,0
36,3,10,4,11,1,1,0,0,50,0
38,2,10,2,2,0,1,0,0,40,0
64,2,9,2,4,0,1,0,0,70,0
28,2,6,4,6,3,0,0,0,40,0
62,2,13,2,11,0,1,0,0,20,1
57,2,14,2,9,0,1,0,0,55,1
30,2,11,0,9,4,0,0,0,36,0
37,2,10,0,0,1,0,0,0,40,0
41,2,6,2,13,0,1,0,0,70,0
46,2,9,5,11,1,0,0,0,40,0
39,1,14,2,9,0,1,0,0,40,1
21,2,6,4,0,1,0,0,0,39,0
42,1,11,0,9,4,0,0,0,50,0
18,2,7,4,7,3,0,0,0,6,0
48,2,10,2,3,0,1,0,0,45,0
20,0,11,4,0,3,0,0,0,36,0
47,1,9,2,13,0,1,5178,0,40,1
49,2,12,2,11,5,0,0,1902,40,1
62,2,13,2,0,5,0,0,0,30,1
26,4,9,2,3,0,1,0,0,40,0
21,2,10,4,6,1,1,0,0,44,0
34,3,14,5,9,1,0,4787,0,40,1
29,2,10,4,12,1,0,0,0,40,0
37,2,9,4,6,1,1,0,0,38,0
58,2,9,2,13,0,1,0,0,40,1
30,2,10,2,11,0,1,0,0,55,0
38,4,9,2,13,0,1,0,0,50,0
42,2,11,2,7,0,1,0,0,30,0
42,2,9,2,2,0,1,0,1672,40,0
35,2,9,2,2,0,1,0,0,45,1
42,4,9,2,2,0,1,0,0,25,0
29,2,9,5,11,4,0,0,0,35,0
68,4,9,2,3,0,1,0,0,10,0
45,3,15,2,9,0,1,0,1485,50,1
28,2,9,5,4,1,1,0,0,55,0
45,2,10,0,5,1,1,0,0,30,0
25,2,5,4,6,2,1,0,0,48,0
42,2,9,2,6,0,1,0,0,40,0
26,2,7,5,2,1,1,0,0,40,0
27,2,14,4,3,1,0,0,0,40,0
50,2,13,2,11,0,1,0,0,35,0
33,2,9,4,0,1,1,0,0,40,0
65,2,10,0,7,1,0,0,0,15,0
56,2,5,2,13,0,1,0,0,40,0
34,2,2,2,2,0,1,0,0,40,0
45,2,4,0,6,1,0,0,0,35,0
48,2,9,0,0,1,0,0,0,37,1
48,2,10,4,3,1,0,0,0,40,1
34,2,12,2,9,0,1,0,0,50,1
44,2,9,0,7,4,0,0,0,40,0
50,1,14,2,3,0,1,0,0,55,1
55,5,9,0,0,1,0,0,1617,40,0
57,2,14,2,3,0,1,0,0,60,1
51,2,5,2,2,0,1,0,0,50,1
38,5,10,0,12,4,0,0,0,10,0
33,4,9,2,2,0,1,0,0,40,0
66,2,14,6,11,4,0,0,0,20,0
34,4,9,2,2,0,1,0,0,40,1
72,4,10,2,11,0,1,0,0,40,0
38,4,9,2,2,0,1,0,0,60,0
23,2,9,2,11,1,1,0,0,60,0
25,2,9,2,6,0,1,0,0,40,0
32,2,9,2,2,0,1,0,0,40,0
32,2,10,4,0,1,1,0,0,30,0
50,2,11,5,9,4,0,0,0,40,0
27,2,13,4,3,1,0,0,0,40,0
18,2,7,4,11,3,0,0,0,30,0
46,2,12,0,12,1,0,0,0,36,0
38,1,10,2,4,0,1,0,0,40,0
31,2,9,4,2,3,1,0,0,40,0
44,1,9,0,2,4,1,0,0,40,0
50,2,10,2,11,5,0,0,0,39,0
32,2,6,2,5,0,1,0,0,40,0
36,2,10,2,13,0,1,0,0,45,0
22,6,9,4,5,3,1,4416,0,40,0
17,2,7,4,11,3,0,0,0,8,0
23,2,13,4,9,3,0,0,0,21,0
35,5,11,2,12,0,1,0,0,45,0
25,1,13,4,9,3,0,0,0,40,0
32,2,13,4,11,1,0,0,1590,40,0
31,4,5,4,2,4,1,0,0,47,0
61,3,15,0,9,1,1,0,0,35,0
40,2,7,2,2,0,1,0,0,50,0
40,2,13,2,11,0,1,0,0,40,1
56,2,13,0,9,4,0,0,0,50,0
34,2,13,4,11,1,0,0,0,40,0
17,2,6,4,7,3,0,0,1602,10,0
56,3,9,6,3,1,0,0,0,50,0
60,4,13,0,9,1,0,0,0,30,0
33,2,10,2,9,5,0,7298,0,21,1
19,1,10,4,9,3,0,0,0,30,0
40,2,13,2,3,0,1,0,0,50,1
41,4,16,4,9,1,1,0,0,30,0
37,2,14,4,11,1,1,0,0,50,0
55,2,13,2,10,0,1,0,0,40,1
44,5,9,0,0,1,0,0,0,40,0
31,2,13,2,3,0,1,0,0,55,1
51,1,16,2,9,5,0,0,0,40,1
35,2,9,2,10,0,1,0,0,55,0
50,2,13,0,9,4,0,0,0,45,0
35,4,13,2,11,0,1,0,0,40,0
38,2,10,0,2,4,1,0,0,40,0
49,4,13,2,9,0,1,0,0,60,1
53,0,15,2,9,0,1,0,0,60,1
59,3,16,2,2,0,1,0,1977,55,1
33,4,13,2,11,5,0,0,0,40,1
41,3,9,2,11,0,1,0,0,62,0
36,2,13,4,9,1,0,0,0,40,0
27,2,9,2,2,0,1,0,0,40,0
37,2,10,2,7,0,1,0,0,40,1
21,0,8,4,0,3,1,0,0,25,0
51,0,13,4,9,1,0,0,0,43,0
60,2,11,6,2,1,0,0,0,30,0
50,2,10,2,12,0,1,0,0,45,1
58,0,13,5,9,1,1,4787,0,40,1
46,2,13,4,11,1,1,0,0,45,1
48,2,9,2,7,0,1,0,0,40,0
38,2,9,2,2,0,1,0,0,45,1
57,2,9,2,13,0,1,0,0,40,1
41,2,10,2,2,0,1,0,0,40,1
46,1,13,2,9,0,1,3103,0,50,1
42,2,10,2,11,0,1,0,0,40,1
34,2,13,4,9,3,0,0,0,40,0
38,2,9,2,2,0,1,0,0,40,1
28,2,4,2,2,0,1,0,0,30,0
40,3,9,2,3,0,1,0,0,40,0
40,4,9,0,13,1,1,0,0,84,0
26,2,14,4,7,3,0,0,0,40,0
23,2,10,2,3,5,0,0,0,25,0
18,2,6,4,4,3,1,0,0,36,0
50,2,10,0,7,3,1,0,0,28,0
18,2,10,4,0,3,1,0,0,50,0
41,1,1,4,5,3,0,0,0,30,0
39,2,10,2,13,0,1,0,0,40,1
29,2,11,2,6,0,1,0,0,40,0
22,2,9,2,7,0,1,0,0,40,0
27,2,10,0,12,1,0,0,0,40,0
27,2,12,4,0,1,1,0,0,40,0
28,2,9,4,11,2,1,0,0,40,0
44,1,10,0,0,4,0,0,0,40,0
30,2,12,0,11,1,1,0,0,52,0
36,2,7,2,2,0,1,0,0,40,0
35,2,10,2,13,0,1,0,0,50,0
37,0,12,0,3,4,0,0,0,40,0
47,2,9,2,13,0,1,0,0,50,1
22,2,9,4,7,1,1,0,0,27,0
57,2,9,2,6,0,1,0,0,40,1
28,2,9,4,2,1,1,0,0,40,0
58,2,9,0,0,1,0,0,0,40,0
23,2,3,4,5,4,1,0,0,30,0
51,5,10,2,11,0,1,0,1887,40,1
33,2,9,4,7,3,1,0,0,48,0
36,2,9,4,7,1,1,0,0,40,0
33,4,9,2,7,0,1,0,0,40,0
30,1,14,2,9,0,1,0,0,45,0
30,2,9,2,6,0,1,0,0,40,0
20,2,10,4,11,1,0,0,0,25,0
45,2,10,4,7,1,1,0,0,40,0
37,2,10,2,2,0,1,0,0,50,1
32,2,13,4,3,1,0,0,0,50,0
39,4,9,4,2,3,1,0,0,40,0
36,4,10,4,7,4,0,0,0,50,0
57,4,6,2,2,0,1,0,0,40,0
70,3,13,2,3,0,1,0,0,40,0
77,4,8,0,13,1,1,0,0,12,0
62,5,9,2,0,0,1,0,0,40,0
79,3,8,6,11,1,1,18481,0,45,1
52,2,7,2,13,0,1,0,0,40,0
33,2,12,2,9,0,1,0,0,40,1
49,2,14,4,11,1,0,0,0,35,0
27,2,5,2,2,0,1,0,0,40,0
23,2,12,4,0,3,0,0,1974,20,0
28,3,11,4,11,1,1,0,0,60,0
40,2,9,2,11,0,1,0,0,52,1
25,2,13,2,0,5,0,0,0,40,0
27,2,10,0,0,3,0,0,0,20,0
42,2,9,4,2,1,1,3325,0,40,0
28,2,13,2,9,0,1,0,1902,43,1
41,2,10,2,11,0,1,0,0,50,0
35,2,10,4,7,1,1,0,0,30,0
46,2,6,0,11,4,0,0,0,35,0
52,3,9,2,4,0,1,0,0,60,0
24,2,13,4,6,1,0,0,0,32,0
21,2,9,0,6,1,0,0,0,40,0
21,2,10,4,7,3,1,0,0,30,0
43,3,16,2,9,5,0,0,0,70,1
24,2,13,4,0,3,1,0,0,15,0
50,2,9,6,7,4,0,0,0,40,0
19,2,9,4,12,3,1,0,0,40,0
65,4,10,2,3,0,1,2290,0,40,0
27,2,10,2,9,0,1,3103,0,50,1
34,2,9,2,0,0,1,0,0,40,1
51,0,16,4,9,1,0,0,1564,70,1
28,2,9,2,2,0,1,2829,0,40,0
47,4,10,4,4,1,1,0,0,60,0
32,2,13,2,9,0,1,0,0,40,0
34,2,14,2,3,0,1,0,0,50,1
59,2,9,6,6,1,0,0,0,40,0
33,2,9,2,2,0,1,0,0,62,0
29,2,14,4,13,3,1,0,0,40,0
33,2,9,2,0,5,0,0,0,19,0
55,5,13,0,3,4,1,0,0,40,0
52,2,9,2,6,0,1,0,0,40,1
50,2,9,2,2,0,1,0,0,40,1
28,2,10,2,2,0,1,0,0,63,0
27,2,13,4,11,1,0,0,2258,55,0
20,0,10,4,10,3,1,0,0,40,0
29,1,13,2,3,0,1,0,0,55,0
25,2,10,4,7,3,0,0,0,50,0
22,2,10,2,3,0,1,0,0,55,0
42,2,10,0,0,1,0,0,0,40,0
51,2,12,2,11,0,1,0,0,50,0
23,2,9,4,7,3,1,0,0,40,0
23,2,13,4,3,1,1,0,0,60,0
56,2,10,2,13,0,1,0,0,40,0
42,2,10,2,9,0,1,0,0,40,1
30,2,9,2,3,0,1,0,0,40,0
26,2,9,4,2,1,1,0,0,40,0
21,2,10,4,0,3,0,0,0,25,0
33,2,9,2,2,0,1,0,0,45,0
44,2,13,0,7,1,0,0,0,65,0
40,2,10,0,3,1,1,0,0,40,0
48,2,13,2,11,0,1,0,0,40,1
40,2,9,0,6,1,1,0,0,40,0
46,2,10,0,3,4,0,0,0,70,0
52,4,9,0,2,1,1,0,0,40,0
25,2,9,2,7,0,1,0,0,40,0
26,2,13,4,8,2,0,0,0,35,0
66,4,13,2,11,0,1,0,0,20,0
45,1,14,0,9,1,0,0,0,30,0
50,2,13,2,4,0,1,0,0,45,1
58,2,10,2,11,0,1,0,0,45,1
50,2,9,2,2,0,1,0,0,2,0
42,2,13,2,9,0,1,7688,0,40,1
50,2,10,2,2,0,1,0,0,48,1
34,2,8,0,6,3,0,0,0,40,0
18,2,7,4,2,3,1,0,0,20,0
36,2,13,4,9,3,0,0,0,35,1
35,2,9,4,2,2,1,0,0,40,0
38,2,12,3,0,4,0,0,0,40,0
31,2,4,5,2,1,0,0,0,40,0
32,4,10,2,11,0,1,0,0,60,0
39,2,9,2,2,0,1,0,0,40,0
47,2,9,2,7,0,1,0,0,25,0
66,2,10,2,3,0,1,0,0,45,0
58,5,13,2,0,5,0,0,0,40,0
34,2,10,0,0,4,0,0,0,30,0
36,4,14,2,4,0,1,0,0,70,0
39,0,10,0,3,4,0,0,0,40,0
51,2,9,2,0,0,1,0,0,40,0
38,2,13,2,9,0,1,7688,0,40,1
52,1,10,2,3,0,1,0,0,40,1
19,2,9,1,0,5,0,0,0,25,0
24,2,13,4,9,1,1,0,0,25,0
52,1,14,4,9,1,1,0,0,32,1
39,2,9,4,6,1,0,0,0,52,0
25,2,9,4,11,4,1,0,0,40,0
44,2,13,2,12,0,1,0,0,40,1
31,5,14,0,3,4,0,0,0,50,1
58,4,9,2,11,0,1,0,0,60,0
35,2,9,4,0,4,0,0,0,40,0
46,2,13,4,0,4,0,0,0,40,0
30,2,13,4,3,1,0,0,0,40,0
54,2,9,2,5,0,1,0,0,40,0
17,2,6,4,11,3,0,0,0,15,0
18,2,7,4,7,3,0,0,0,20,0
30,2,13,4,3,3,0,0,0,52,0
29,2,9,2,5,0,1,0,0,42,0
59,2,11,2,6,0,1,0,0,45,1
33,2,9,2,2,5,0,0,0,40,0
22,2,10,4,7,3,0,0,0,30,0
67,2,14,2,9,0,1,20051,0,60,1
55,2,14,2,3,0,1,0,0,55,1
50,2,9,2,6,0,1,0,0,40,1
51,5,11,2,12,0,1,0,0,40,1
24,2,10,4,12,3,0,0,0,20,0
45,2,9,0,13,3,1,0,0,60,0
45,2,14,2,3,0,1,0,0,50,1
36,2,9,0,7,4,0,0,0,40,0
58,2,13,2,11,0,1,15024,0,50,1
20,2,9,4,7,3,1,0,0,30,0
47,2,14,5,3,1,1,99999,0,50,1
62,2,9,5,9,1,0,0,0,40,0
22,0,9,4,0,3,1,0,0,40,0
20,2,10,4,7,3,0,0,0,37,0
18,2,8,4,5,3,1,0,0,20,0
54,0,9,2,9,0,1,0,0,40,1
18,2,7,4,11,3,1,0,0,20,0
31,2,7,2,6,0,1,0,0,40,0
55,2,14,2,3,0,1,0,1977,50,1
19,2,9,4,7,4,1,0,0,40,0
33,2,4,5,5,1,1,0,0,35,0
42,4,14,2,3,0,1,0,0,50,1
28,1,10,2,3,0,1,0,0,65,0
37,2,14,2,9,0,1,0,0,45,1
46,1,14,6,3,4,0,0,0,35,0
61,4,13,2,4,0,1,0,0,20,1
58,2,6,2,7,5,0,0,0,8,0
33,2,10,0,3,3,0,0,0,40,0
20,2,10,4,7,3,0,594,0,16,0
36,2,14,4,11,1,0,0,0,40,0
28,2,10,0,7,1,0,0,0,30,0
46,2,10,2,11,5,0,0,0,40,1
67,4,4,2,4,0,1,0,0,12,0
31,2,9,2,2,0,1,0,0,40,0
54,0,13,2,3,5,0,0,0,45,0
31,2,9,2,5,0,1,5013,0,40,0
19,2,1,4,4,1,1,0,0,36,0
38,2,10,4,7,1,1,0,0,46,0
38,2,10,4,2,3,0,0,0,25,0
29,3,12,4,9,2,0,0,0,40,0
22,2,11,4,7,1,0,0,0,30,0
64,3,16,2,3,0,1,0,1902,60,1
64,4,11,2,4,0,1,0,0,55,0
35,2,11,2,0,0,1,0,0,36,0
60,2,14,0,11,1,1,0,0,50,0
35,2,9,4,6,4,0,0,0,40,0
29,2,9,2,13,0,1,0,0,60,0
22,2,10,2,4,0,1,0,0,20,0
49,2,10,0,3,1,1,14344,0,45,1
59,2,9,6,6,1,0,0,0,40,0
37,4,10,2,2,0,1,0,0,45,0
33,2,9,2,11,0,1,0,0,45,1
27,2,13,0,5,3,1,0,0,40,0
53,1,1,4,6,1,0,0,0,35,0
59,2,9,2,7,0,1,0,0,45,0
23,2,9,0,8,4,0,0,0,40,0
39,2,14,4,9,1,1,0,2444,45,1
52,4,9,0,2,1,1,0,0,40,0
52,2,9,2,2,0,1,0,1977,40,1
35,4,13,2,11,0,1,0,0,40,0
33,1,9,4,10,1,1,0,0,48,0
51,2,10,6,7,4,0,0,0,25,0
57,2,13,2,11,0,1,0,1902,40,1
23,2,13,4,9,3,1,0,0,50,0
47,2,4,2,6,5,0,0,0,35,0
43,2,9,0,3,1,0,0,0,30,1
38,1,10,2,10,0,1,0,0,40,0
17,1,7,4,7,3,0,0,0,16,0
37,2,10,4,7,3,1,0,0,20,0
39,2,9,2,3,0,1,0,0,40,1
38,2,11,2,2,0,1,0,0,50,1
33,2,10,4,7,1,0,0,0,28,0
43,2,13,5,9,4,1,0,0,45,0
19,2,9,4,6,3,1,0,0,40,0
33,2,9,2,5,0,1,0,0,60,0
25,1,9,4,2,3,1,0,0,40,0
41,2,9,0,6,1,1,0,0,40,0
25,2,9,4,6,3,1,0,0,36,0
90,1,4,2,10,0,1,2653,0,40,0
24,1,13,4,13,3,1,0,0,20,0
51,2,13,2,13,0,1,0,0,56,1
39,5,9,0,0,4,0,0,0,40,0
50,0,10,0,3,4,1,0,0,40,0
37,0,9,2,0,0,1,0,0,40,1
19,2,9,4,11,3,0,0,0,30,0
22,2,13,4,0,3,0,0,0,35,0
46,2,9,2,12,0,1,0,0,40,1
66,2,6,6,13,1,0,0,0,11,0
42,2,10,0,2,3,1,0,0,40,0
44,2,12,2,9,0,1,0,0,40,1
50,4,16,0,11,1,1,0,0,64,0
29,2,13,2,3,0,1,0,0,50,1
38,1,14,2,3,0,1,0,0,70,1
32,2,15,4,9,1,0,0,0,40,0
19,2,8,4,13,3,1,0,0,15,0
43,2,9,2,2,0,1,0,0,40,1
20,2,10,4,3,3,0,0,0,16,0
34,2,9,4,5,3,1,0,0,40,0
26,2,9,4,5,3,1,0,0,52,0
28,2,13,4,11,1,1,0,0,40,0
38,4,9,2,3,0,1,0,0,50,0
38,3,10,2,3,5,0,0,0,45,0
48,5,10,2,10,0,1,0,0,40,1
21,2,10,4,11,3,1,0,0,43,0
34,2,9,2,13,0,1,0,0,48,0
42,2,10,5,9,1,1,0,2231,50,1
29,2,9,4,11,1,0,0,0,35,0
38,4,15,4,9,1,0,0,0,32,0
33,3,10,4,3,1,0,0,0,60,0
44,0,12,2,0,0,1,0,0,40,1
41,2,12,2,2,0,1,0,0,60,1
18,2,9,4,5,3,0,0,0,25,0
40,2,9,0,0,4,0,0,0,30,0
63,4,4,2,4,0,1,7688,0,60,1
45,2,10,2,7,0,1,0,0,40,0
23,2,9,4,0,1,0,0,0,40,0
19,2,10,4,12,3,1,0,0,30,0
49,2,13,2,3,0,1,0,0,46,1
47,2,9,2,2,0,1,0,0,40,1
59,2,11,2,3,0,1,0,0,40,0
38,2,10,0,3,1,0,0,0,40,0
61,0,9,0,0,3,0,0,0,20,0
26,2,13,2,3,0,1,0,0,40,0
19,2,9,4,11,1,0,0,0,35,0
35,2,3,2,5,0,1,0,0,40,0
41,3,12,2,9,0,1,15024,0,50,1
36,2,13,4,11,1,0,0,1741,40,0
46,5,13,2,3,0,1,7688,0,40,1
32,1,10,2,2,0,1,0,0,60,1
38,2,13,2,12,0,1,0,0,45,0
40,4,5,0,7,1,0,0,0,20,0
57,2,9,2,0,5,0,0,0,40,0
19,3,9,4,7,3,1,0,0,6,0
51,2,11,2,2,0,1,3103,0,50,1
43,5,9,0,0,4,0,0,0,50,1
43,2,9,2,2,0,1,0,0,40,1
40,2,9,4,7,1,0,0,0,40,0
43,1,14,4,9,1,1,0,0,38,0
38,2,9,2,3,0,1,0,0,50,1
66,2,13,2,11,0,1,20051,0,40,1
33,2,14,2,9,0,1,0,0,37,1
39,2,10,5,6,3,1,0,0,40,0
53,0,10,2,0,0,1,0,0,40,1
32,2,13,2,3,0,1,0,0,40,1
64,2,9,2,2,0,1,0,0,40,0
65,2,14,2,11,0,1,20051,0,40,1
25,2,6,2,10,5,0,0,0,50,0
28,2,10,4,11,1,0,0,0,40,0
23,2,11,2,2,0,1,0,0,55,1
30,1,9,2,2,0,1,4386,0,70,1
46,2,11,2,2,0,1,0,0,40,0
30,2,10,0,0,4,0,0,0,40,0
20,2,10,4,5,3,1,0,0,40,0
46,0,14,4,9,1,0,0,0,40,0
37,1,13,2,0,0,1,0,0,40,1
30,3,13,2,11,0,1,7688,0,50,1
65,4,4,4,4,1,1,2964,0,40,0
30,1,13,4,11,4,0,0,0,17,0
36,2,14,2,9,0,1,0,0,40,0
26,2,13,4,11,1,0,0,0,40,0
41,3,6,2,3,0,1,0,0,50,0
49,3,10,0,3,1,1,0,2339,50,0
26,0,9,4,0,1,1,0,0,40,0
37,2,9,2,9,0,1,0,0,50,1
23,2,9,4,0,4,0,0,0,40,0
30,2,9,2,2,3,1,3411,0,40,0
35,2,9,2,5,0,1,0,0,40,0
29,2,10,2,2,0,1,0,0,45,0
46,2,10,2,11,0,1,0,0,40,0
21,2,9,4,0,1,1,0,0,50,0
53,5,11,2,9,0,1,4386,0,40,1
29,2,9,4,10,4,1,0,0,35,0
22,2,13,4,11,3,1,0,0,40,0
33,3,9,6,11,4,0,0,0,40,0
62,2,13,2,3,0,1,0,0,40,1
17,2,7,4,0,3,1,0,0,20,0
21,5,10,4,0,3,0,0,0,15,0
41,2,9,3,9,1,1,0,0,40,1
32,1,9,4,0,1,0,0,0,37,0
36,1,12,4,9,3,1,0,0,40,0
22,2,10,4,0,3,1,0,0,12,0
63,2,10,2,11,0,1,5013,0,15,0
